series,date,sector,value
growth_yoy,2019-07-01,p3.4.2,2.2
growth_yoy,2019-07-01,p3.4.3,7.1
growth_yoy,2019-07-01,p3.4.4,0.7
growth_yoy,2019-07-01,p3.5,4.2
growth_yoy,2019-07-01,p3.5.1,4.5
growth_yoy,2019-07-01,p3.5.2,3.8
growth_yoy,2019-07-01,p3.5.3,4.1
growth_yoy,2019-07-01,p3.6,3.0
growth_yoy,2019-07-01,p3.6.1,5.5
growth_yoy,2019-07-01,p3.6.2,11.8
growth_yoy,2019-07-01,p3.6.3,0.0
growth_yoy,2019-07-01,p3.6.4,2.2
growth_yoy,2019-07-01,p3.6.5,2.6
growth_yoy,2019-07-01,p3.7,6.6
growth_yoy,2019-07-01,p3.7.1,7.4
growth_yoy,2019-07-01,p3.7.2,6.9
growth_yoy,2019-07-01,p3.7.3,3.3
growth_yoy,2019-07-01,p4,-1.4
growth_yoy,2019-07-01,p4.1,-7.7
growth_yoy,2019-07-01,p4.1.1,-3.8
growth_yoy,2019-07-01,p4.1.2,-11.8
growth_yoy,2019-07-01,p4.2,5.5
growth_yoy,2019-07-01,p4.3,0.3
growth_yoy,2019-07-01,p5,5.9
growth_yoy,2019-07-01,p5.1,6.1
growth_yoy,2019-07-01,p5.1.1,5.4
growth_yoy,2019-07-01,p5.1.2,6.4
growth_yoy,2019-07-01,p5.1.3,6.8
growth_yoy,2019-07-01,p5.1.4,6.0
growth_yoy,2019-07-01,p5.2,7.1
growth_yoy,2019-07-01,p5.2.1,6.7
growth_yoy,2019-07-01,p5.2.1.1,6.3
growth_yoy,2019-07-01,p5.2.1.2,8.2
growth_yoy,2019-07-01,p5.2.1.3,2.7
growth_yoy,2019-07-01,p5.2.2,10.0
growth_yoy,2019-07-01,p5.2.3,6.6
growth_yoy,2019-07-01,p5.3,5.8
growth_yoy,2019-07-01,p5.3.1,4.1
growth_yoy,2019-07-01,p5.3.2,4.9
growth_yoy,2019-07-01,p5.3.3,5.1
growth_yoy,2019-07-01,p5.3.4,9.1
growth_yoy,2019-07-01,p5.4,5.7
growth_yoy,2019-07-01,p5.4.1,6.5
growth_yoy,2019-07-01,p5.4.2,5.7
growth_yoy,2019-07-01,p5.4.6,5.5
growth_yoy,2019-07-01,p5.5,2.6
growth_yoy,2019-07-01,p6,33.6
growth_yoy,2019-10-01,p0,3.6
growth_yoy,2019-10-01,p1,-5.5
growth_yoy,2019-10-01,p1.1,-8.4
growth_yoy,2019-10-01,p1.1.1,1.9
growth_yoy,2019-10-01,p1.1.2,-16.9
growth_yoy,2019-10-01,p1.1.7,6.8
growth_yoy,2019-10-01,p1.2,7.3
growth_yoy,2019-10-01,p1.3,-19.0
growth_yoy,2019-10-01,p1.4,3.0
growth_yoy,2019-10-01,p1.4.1,-2.5
growth_yoy,2019-10-01,p1.4.2,13.4
growth_yoy,2019-10-01,p2,-2.4
growth_yoy,2019-10-01,p2.1,-5.4
growth_yoy,2019-10-01,p2.2,-2.3
growth_yoy,2019-10-01,p2.3,11.4
growth_yoy,2019-10-01,p3,3.0
growth_yoy,2019-10-01,p3.1,2.0
growth_yoy,2019-10-01,p3.1.1,-5.8
growth_yoy,2019-10-01,p3.1.2,8.6
growth_yoy,2019-10-01,p3.1.3,2.9
growth_yoy,2019-10-01,p3.1.4,5.1
growth_yoy,2019-10-01,p3.2,5.8
growth_yoy,2019-10-01,p3.2.1,5.9
growth_yoy,2019-10-01,p3.2.2,4.9
growth_yoy,2019-10-01,p3.3,3.8
growth_yoy,2019-10-01,p3.3.1,4.5
growth_yoy,2019-10-01,p3.3.2,4.5
growth_yoy,2019-10-01,p3.3.3,2.1
growth_yoy,2019-10-01,p3.4,2.6
growth_yoy,2019-10-01,p3.4.1,2.3
growth_yoy,2019-10-01,p3.4.2,1.9
growth_yoy,2019-10-01,p3.4.3,6.4
growth_yoy,2019-10-01,p3.4.4,2.4
growth_yoy,2019-10-01,p3.5,3.9
growth_yoy,2019-10-01,p3.5.1,4.2
growth_yoy,2019-10-01,p3.5.2,4.8
growth_yoy,2019-10-01,p3.5.3,3.1
growth_yoy,2019-10-01,p3.6,2.4
growth_yoy,2019-10-01,p3.6.1,4.5
growth_yoy,2019-10-01,p3.6.2,-6.0
growth_yoy,2019-10-01,p3.6.3,3.9
growth_yoy,2019-10-01,p3.6.4,2.7
growth_yoy,2019-10-01,p3.6.5,3.1
growth_yoy,2019-10-01,p3.7,5.2
growth_yoy,2019-10-01,p3.7.1,4.3
growth_yoy,2019-10-01,p3.7.2,8.9
growth_yoy,2019-10-01,p3.7.3,6.8
growth_yoy,2019-10-01,p4,1.3
growth_yoy,2019-10-01,p4.1,-3.5
growth_yoy,2019-10-01,p4.1.1,2.4
growth_yoy,2019-10-01,p4.1.2,-8.7
growth_yoy,2019-10-01,p4.2,7.0
growth_yoy,2019-10-01,p4.3,4.8
growth_yoy,2019-10-01,p5,6.2
growth_yoy,2019-10-01,p5.1,6.4
growth_yoy,2019-10-01,p5.1.1,5.2
growth_yoy,2019-10-01,p5.1.2,6.3
growth_yoy,2019-10-01,p5.1.3,6.8
growth_yoy,2019-10-01,p5.1.4,6.7
growth_yoy,2019-10-01,p5.2,7.1
growth_yoy,2019-10-01,p5.2.1,6.6
growth_yoy,2019-10-01,p5.2.1.1,6.0
growth_yoy,2019-10-01,p5.2.1.2,7.5
growth_yoy,2019-10-01,p5.2.1.3,4.5
growth_yoy,2019-10-01,p5.2.2,10.6
growth_yoy,2019-10-01,p5.2.3,6.9
growth_yoy,2019-10-01,p5.3,6.5
growth_yoy,2019-10-01,p5.3.1,5.8
growth_yoy,2019-10-01,p5.3.2,4.2
growth_yoy,2019-10-01,p5.3.3,5.6
growth_yoy,2019-10-01,p5.3.4,9.4
growth_yoy,2019-10-01,p5.4,5.9
growth_yoy,2019-10-01,p5.4.1,6.3
growth_yoy,2019-10-01,p5.4.2,6.0
growth_yoy,2019-10-01,p5.4.6,5.8
growth_yoy,2019-10-01,p5.5,3.6
growth_yoy,2019-10-01,p6,-5.9
growth_yoy,2020-01-01,p0,0.7
growth_yoy,2020-01-01,p1,-8.8
growth_yoy,2020-01-01,p1.1,-11.4
growth_yoy,2020-01-01,p1.1.1,-18.2
growth_yoy,2020-01-01,p1.1.2,-22.0
growth_yoy,2020-01-01,p1.1.7,5.8
growth_yoy,2020-01-01,p1.2,8.2
growth_yoy,2020-01-01,p1.3,-24.2
growth_yoy,2020-01-01,p1.4,-6.5
growth_yoy,2020-01-01,p1.4.1,-8.9
growth_yoy,2020-01-01,p1.4.2,-0.8
growth_yoy,2020-01-01,p2,-2.9
growth_yoy,2020-01-01,p2.1,-3.4
growth_yoy,2020-01-01,p2.2,-2.9
growth_yoy,2020-01-01,p2.3,0.3
growth_yoy,2020-01-01,p3,1.3
growth_yoy,2020-01-01,p3.1,-3.0
growth_yoy,2020-01-01,p3.1.1,-16.9
growth_yoy,2020-01-01,p3.1.2,8.1
growth_yoy,2020-01-01,p3.1.3,-0.4
growth_yoy,2020-01-01,p3.1.4,-2.6
growth_yoy,2020-01-01,p3.2,3.6
growth_yoy,2020-01-01,p3.2.1,3.6
growth_yoy,2020-01-01,p3.2.2,3.5
growth_yoy,2020-01-01,p3.3,1.2
growth_yoy,2020-01-01,p3.3.1,2.2
growth_yoy,2020-01-01,p3.3.2,-0.6
growth_yoy,2020-01-01,p3.3.3,1.4
growth_yoy,2020-01-01,p3.4,3.8
growth_yoy,2020-01-01,p3.4.1,3.7
growth_yoy,2020-01-01,p3.4.2,2.1
growth_yoy,2020-01-01,p3.4.3,20.6
growth_yoy,2020-01-01,p3.4.4,-0.2
growth_yoy,2020-01-01,p3.5,-0.1
growth_yoy,2020-01-01,p3.5.1,-0.5
growth_yoy,2020-01-01,p3.5.2,0.8
growth_yoy,2020-01-01,p3.5.3,-0.2
growth_yoy,2020-01-01,p3.6,2.0
growth_yoy,2020-01-01,p3.6.1,-0.4
growth_yoy,2020-01-01,p3.6.2,-6.7
growth_yoy,2020-01-01,p3.6.3,-0.7
growth_yoy,2020-01-01,p3.6.4,3.6
growth_yoy,2020-01-01,p3.6.5,0.5
growth_yoy,2020-01-01,p3.7,-1.2
growth_yoy,2020-01-01,p3.7.1,-2.0
growth_yoy,2020-01-01,p3.7.2,1.3
growth_yoy,2020-01-01,p3.7.3,0.2
growth_yoy,2020-01-01,p4,-7.9
growth_yoy,2020-01-01,p4.1,-9.2
growth_yoy,2020-01-01,p4.1.1,-8.0
growth_yoy,2020-01-01,p4.1.2,-10.7
growth_yoy,2020-01-01,p4.2,-5.2
growth_yoy,2020-01-01,p4.3,-10.5
growth_yoy,2020-01-01,p5,3.2
growth_yoy,2020-01-01,p5.1,2.8
growth_yoy,2020-01-01,p5.1.1,-0.2
growth_yoy,2020-01-01,p5.1.2,2.1
growth_yoy,2020-01-01,p5.1.3,-1.5
growth_yoy,2020-01-01,p5.1.4,6.7
growth_yoy,2020-01-01,p5.2,2.0
growth_yoy,2020-01-01,p5.2.1,2.1
growth_yoy,2020-01-01,p5.2.1.1,3.5
growth_yoy,2020-01-01,p5.2.1.2,2.3
growth_yoy,2020-01-01,p5.2.1.3,-4.8
growth_yoy,2020-01-01,p5.2.2,3.1
growth_yoy,2020-01-01,p5.2.3,-4.5
growth_yoy,2020-01-01,p5.3,4.5
growth_yoy,2020-01-01,p5.3.1,4.1
growth_yoy,2020-01-01,p5.3.2,8.0
growth_yoy,2020-01-01,p5.3.3,1.7
growth_yoy,2020-01-01,p5.3.4,4.6
growth_yoy,2020-01-01,p5.4,1.7
growth_yoy,2020-01-01,p5.4.1,2.4
growth_yoy,2020-01-01,p5.4.2,4.5
growth_yoy,2020-01-01,p5.4.6,0.9
growth_yoy,2020-01-01,p5.5,5.5
growth_yoy,2020-01-01,p6,-15.8
growth_yoy,2020-04-01,p0,-16.9
growth_yoy,2020-04-01,p1,0.6
growth_yoy,2020-04-01,p1.1,4.8
growth_yoy,2020-04-01,p1.1.1,-22.1
growth_yoy,2020-04-01,p1.1.2,7.5
growth_yoy,2020-04-01,p1.1.7,3.3
growth_yoy,2020-04-01,p1.2,1.3
growth_yoy,2020-04-01,p1.3,-22.9
growth_yoy,2020-04-01,p1.4,-10.0
growth_yoy,2020-04-01,p1.4.1,-14.6
growth_yoy,2020-04-01,p1.4.2,-1.3
growth_yoy,2020-04-01,p2,-19.2
growth_yoy,2020-04-01,p2.1,-18.8
growth_yoy,2020-04-01,p2.2,-18.2
growth_yoy,2020-04-01,p2.3,-26.5
growth_yoy,2020-04-01,p3,-18.6
growth_yoy,2020-04-01,p3.1,-6.6
growth_yoy,2020-04-01,p3.1.1,14.9
growth_yoy,2020-04-01,p3.1.2,4.2
growth_yoy,2020-04-01,p3.1.3,-36.8
growth_yoy,2020-04-01,p3.1.4,-67.9
growth_yoy,2020-04-01,p3.2,-41.6
growth_yoy,2020-04-01,p3.2.1,-41.1
growth_yoy,2020-04-01,p3.2.2,-44.7
growth_yoy,2020-04-01,p3.3,-31.8
growth_yoy,2020-04-01,p3.3.1,-41.4
growth_yoy,2020-04-01,p3.3.2,-19.4
growth_yoy,2020-04-01,p3.3.3,-29.6
growth_yoy,2020-04-01,p3.4,-13.3
growth_yoy,2020-04-01,p3.4.1,-26.5
growth_yoy,2020-04-01,p3.4.2,-14.0
growth_yoy,2020-04-01,p3.4.3,47.7
growth_yoy,2020-04-01,p3.4.4,-8.0
growth_yoy,2020-04-01,p3.5,-40.1
growth_yoy,2020-04-01,p3.5.1,-46.5
growth_yoy,2020-04-01,p3.5.2,-26.8
growth_yoy,2020-04-01,p3.5.3,-42.0
growth_yoy,2020-04-01,p3.6,-8.9
growth_yoy,2020-04-01,p3.6.1,-4.4
growth_yoy,2020-04-01,p3.6.2,-19.2
growth_yoy,2020-04-01,p3.6.3,-6.3
growth_yoy,2020-04-01,p3.6.4,-9.1
growth_yoy,2020-04-01,p3.6.5,-7.4
growth_yoy,2020-04-01,p3.7,-33.2
growth_yoy,2020-04-01,p3.7.1,-32.0
growth_yoy,2020-04-01,p3.7.2,-34.7
growth_yoy,2020-04-01,p3.7.3,-38.9
growth_yoy,2020-04-01,p4,-44.3
growth_yoy,2020-04-01,p4.1,-36.1
growth_yoy,2020-04-01,p4.1.1,-37.9
growth_yoy,2020-04-01,p4.1.2,-34.3
growth_yoy,2020-04-01,p4.2,-59.7
growth_yoy,2020-04-01,p4.3,-32.6
growth_yoy,2020-04-01,p5,-15.9
growth_yoy,2020-04-01,p5.1,-12.4
growth_yoy,2020-04-01,p5.1.1,-9.8
growth_yoy,2020-04-01,p5.1.2,10.1
growth_yoy,2020-04-01,p5.1.3,-44.8
growth_yoy,2020-04-01,p5.1.4,4.7
growth_yoy,2020-04-01,p5.2,-26.1
growth_yoy,2020-04-01,p5.2.1,-23.0
growth_yoy,2020-04-01,p5.2.1.1,-19.8
growth_yoy,2020-04-01,p5.2.1.2,-20.6
growth_yoy,2020-04-01,p5.2.1.3,-48.9
growth_yoy,2020-04-01,p5.2.2,-31.7
growth_yoy,2020-04-01,p5.2.3,-79.1
growth_yoy,2020-04-01,p5.3,-13.7
growth_yoy,2020-04-01,p5.3.1,-9.3
growth_yoy,2020-04-01,p5.3.2,4.9
growth_yoy,2020-04-01,p5.3.3,-31.3
growth_yoy,2020-04-01,p5.3.4,-21.2
growth_yoy,2020-04-01,p5.4,-20.0
growth_yoy,2020-04-01,p5.4.1,-18.1
growth_yoy,2020-04-01,p5.4.2,-12.1
growth_yoy,2020-04-01,p5.4.6,-22.2
growth_yoy,2020-04-01,p5.5,3.5
growth_yoy,2020-04-01,p6,-17.1
growth_yoy,2020-07-01,p0,-2.5
growth_yoy,2020-07-01,p1,-0.5
growth_yoy,2020-07-01,p1.1,1.9
growth_yoy,2020-07-01,p1.1.1,-23.9
growth_yoy,2020-07-01,p1.1.2,2.6
growth_yoy,2020-07-01,p1.1.7,3.7
growth_yoy,2020-07-01,p1.2,1.9
growth_yoy,2020-07-01,p1.3,-19.5
growth_yoy,2020-07-01,p1.4,-6.8
growth_yoy,2020-07-01,p1.4.1,-10.5
growth_yoy,2020-07-01,p1.4.2,1.0
growth_yoy,2020-07-01,p2,-6.6
growth_yoy,2020-07-01,p2.1,-3.1
growth_yoy,2020-07-01,p2.2,-7.4
growth_yoy,2020-07-01,p2.3,-16.2
growth_yoy,2020-07-01,p3,3.2
growth_yoy,2020-07-01,p3.1,4.8
growth_yoy,2020-07-01,p3.1.1,10.6
growth_yoy,2020-07-01,p3.1.2,4.7
growth_yoy,2020-07-01,p3.1.3,-9.1
growth_yoy,2020-07-01,p3.1.4,6.4
growth_yoy,2020-07-01,p3.2,-8.4
growth_yoy,2020-07-01,p3.2.1,-6.6
growth_yoy,2020-07-01,p3.2.2,-22.0
growth_yoy,2020-07-01,p3.3,-1.7
growth_yoy,2020-07-01,p3.3.1,-8.4
growth_yoy,2020-07-01,p3.3.2,5.8
growth_yoy,2020-07-01,p3.3.3,2.9
growth_yoy,2020-07-01,p3.4,2.1
growth_yoy,2020-07-01,p3.4.1,-8.5
growth_yoy,2020-07-01,p3.4.2,-4.1
growth_yoy,2020-07-01,p3.4.3,62.3
growth_yoy,2020-07-01,p3.4.4,8.8
growth_yoy,2020-07-01,p3.5,-6.5
growth_yoy,2020-07-01,p3.5.1,-7.8
growth_yoy,2020-07-01,p3.5.2,3.5
growth_yoy,2020-07-01,p3.5.3,-11.0
growth_yoy,2020-07-01,p3.6,9.1
growth_yoy,2020-07-01,p3.6.1,6.7
growth_yoy,2020-07-01,p3.6.2,11.9
growth_yoy,2020-07-01,p3.6.3,7.1
growth_yoy,2020-07-01,p3.6.4,10.1
growth_yoy,2020-07-01,p3.6.5,1.5
growth_yoy,2020-07-01,p3.7,4.7
growth_yoy,2020-07-01,p3.7.1,5.8
growth_yoy,2020-07-01,p3.7.2,4.4
growth_yoy,2020-07-01,p3.7.3,0.1
growth_yoy,2020-07-01,p4,-12.2
growth_yoy,2020-07-01,p4.1,-13.0
growth_yoy,2020-07-01,p4.1.1,-11.5
growth_yoy,2020-07-01,p4.1.2,-14.7
growth_yoy,2020-07-01,p4.2,-16.9
growth_yoy,2020-07-01,p4.3,-0.0
growth_yoy,2020-07-01,p5,-3.6
growth_yoy,2020-07-01,p5.1,-2.5
growth_yoy,2020-07-01,p5.1.1,-2.5
growth_yoy,2020-07-01,p5.1.2,10.1
growth_yoy,2020-07-01,p5.1.3,-16.6
growth_yoy,2020-07-01,p5.1.4,5.2
growth_yoy,2020-07-01,p5.2,-6.7
growth_yoy,2020-07-01,p5.2.1,-2.1
growth_yoy,2020-07-01,p5.2.1.1,-3.6
growth_yoy,2020-07-01,p5.2.1.2,-2.2
growth_yoy,2020-07-01,p5.2.1.3,4.0
growth_yoy,2020-07-01,p5.2.2,-23.3
growth_yoy,2020-07-01,p5.2.3,-54.7
growth_yoy,2020-07-01,p5.3,-3.1
growth_yoy,2020-07-01,p5.3.1,7.8
growth_yoy,2020-07-01,p5.3.2,-0.3
growth_yoy,2020-07-01,p5.3.3,-17.6
growth_yoy,2020-07-01,p5.3.4,-14.2
growth_yoy,2020-07-01,p5.4,-10.1
growth_yoy,2020-07-01,p5.4.1,-4.4
growth_yoy,2020-07-01,p5.4.2,-8.7
growth_yoy,2020-07-01,p5.4.6,-11.7
growth_yoy,2020-07-01,p5.5,6.1
growth_yoy,2020-07-01,p6,-6.4
growth_yoy,2020-10-01,p0,-3.2
growth_yoy,2020-10-01,p1,-1.2
growth_yoy,2020-10-01,p1.1,-1.0
growth_yoy,2020-10-01,p1.1.1,-10.4
growth_yoy,2020-10-01,p1.1.2,-2.4
growth_yoy,2020-10-01,p1.1.7,2.4
growth_yoy,2020-10-01,p1.2,3.0
growth_yoy,2020-10-01,p1.3,-9.9
growth_yoy,2020-10-01,p1.4,-4.5
growth_yoy,2020-10-01,p1.4.1,-3.6
growth_yoy,2020-10-01,p1.4.2,-6.0
growth_yoy,2020-10-01,p2,-9.8
growth_yoy,2020-10-01,p2.1,-11.9
growth_yoy,2020-10-01,p2.2,-8.8
growth_yoy,2020-10-01,p2.3,-6.1
growth_yoy,2020-10-01,p3,3.0
growth_yoy,2020-10-01,p3.1,-5.7
growth_yoy,2020-10-01,p3.1.1,-18.3
growth_yoy,2020-10-01,p3.1.2,2.9
growth_yoy,2020-10-01,p3.1.3,-7.0
growth_yoy,2020-10-01,p3.1.4,6.6
growth_yoy,2020-10-01,p3.2,-1.0
growth_yoy,2020-10-01,p3.2.1,-0.7
growth_yoy,2020-10-01,p3.2.2,-4.0
growth_yoy,2020-10-01,p3.3,1.7
growth_yoy,2020-10-01,p3.3.1,-1.2
growth_yoy,2020-10-01,p3.3.2,5.9
growth_yoy,2020-10-01,p3.3.3,3.1
growth_yoy,2020-10-01,p3.4,3.0
growth_yoy,2020-10-01,p3.4.1,-6.9
growth_yoy,2020-10-01,p3.4.2,-3.0
growth_yoy,2020-10-01,p3.4.3,66.2
growth_yoy,2020-10-01,p3.4.4,7.5
growth_yoy,2020-10-01,p3.5,-1.9
growth_yoy,2020-10-01,p3.5.1,-1.3
growth_yoy,2020-10-01,p3.5.2,3.4
growth_yoy,2020-10-01,p3.5.3,-5.2
growth_yoy,2020-10-01,p3.6,7.7
growth_yoy,2020-10-01,p3.6.1,4.3
growth_yoy,2020-10-01,p3.6.2,8.9
growth_yoy,2020-10-01,p3.6.3,3.3
growth_yoy,2020-10-01,p3.6.4,9.2
growth_yoy,2020-10-01,p3.6.5,0.4
growth_yoy,2020-10-01,p3.7,6.8
growth_yoy,2020-10-01,p3.7.1,8.7
growth_yoy,2020-10-01,p3.7.2,3.8
growth_yoy,2020-10-01,p3.7.3,-2.0
growth_yoy,2020-10-01,p4,-13.7
growth_yoy,2020-10-01,p4.1,-8.2
growth_yoy,2020-10-01,p4.1.1,-10.7
growth_yoy,2020-10-01,p4.1.2,-5.7
growth_yoy,2020-10-01,p4.2,-33.1
growth_yoy,2020-10-01,p4.3,9.5
growth_yoy,2020-10-01,p5,-4.5
growth_yoy,2020-10-01,p5.1,-3.5
growth_yoy,2020-10-01,p5.1.1,-0.2
growth_yoy,2020-10-01,p5.1.2,9.2
growth_yoy,2020-10-01,p5.1.3,-22.9
growth_yoy,2020-10-01,p5.1.4,7.1
growth_yoy,2020-10-01,p5.2,-6.9
growth_yoy,2020-10-01,p5.2.1,-0.9
growth_yoy,2020-10-01,p5.2.1.1,-0.2
growth_yoy,2020-10-01,p5.2.1.2,-2.8
growth_yoy,2020-10-01,p5.2.1.3,4.2
growth_yoy,2020-10-01,p5.2.2,-29.5
growth_yoy,2020-10-01,p5.2.3,-61.1
growth_yoy,2020-10-01,p5.3,-5.4
growth_yoy,2020-10-01,p5.3.1,6.0
growth_yoy,2020-10-01,p5.3.2,6.8
growth_yoy,2020-10-01,p5.3.3,-20.8
growth_yoy,2020-10-01,p5.3.4,-21.4
growth_yoy,2020-10-01,p5.4,-11.7
growth_yoy,2020-10-01,p5.4.1,-3.9
growth_yoy,2020-10-01,p5.4.2,-10.2
growth_yoy,2020-10-01,p5.4.6,-13.6
growth_yoy,2020-10-01,p5.5,4.8
growth_yoy,2020-10-01,p6,19.3
growth_yoy,2021-01-01,p0,-0.2
growth_yoy,2021-01-01,p1,0.1
growth_yoy,2021-01-01,p1.1,-0.0
growth_yoy,2021-01-01,p1.1.1,-12.8
growth_yoy,2021-01-01,p1.1.2,-3.5
growth_yoy,2021-01-01,p1.1.7,5.2
growth_yoy,2021-01-01,p1.2,3.4
growth_yoy,2021-01-01,p1.3,-1.0
growth_yoy,2021-01-01,p1.4,-3.2
growth_yoy,2021-01-01,p1.4.1,-4.0
growth_yoy,2021-01-01,p1.4.2,-1.6
growth_yoy,2021-01-01,p2,-3.3
growth_yoy,2021-01-01,p2.1,-10.3
growth_yoy,2021-01-01,p2.2,2.5
growth_yoy,2021-01-01,p2.3,-1.4
growth_yoy,2021-01-01,p3,6.6
growth_yoy,2021-01-01,p3.1,0.8
growth_yoy,2021-01-01,p3.1.1,-13.7
growth_yoy,2021-01-01,p3.1.2,8.5
growth_yoy,2021-01-01,p3.1.3,1.8
growth_yoy,2021-01-01,p3.1.4,8.1
growth_yoy,2021-01-01,p3.2,1.9
growth_yoy,2021-01-01,p3.2.1,1.4
growth_yoy,2021-01-01,p3.2.2,4.9
growth_yoy,2021-01-01,p3.3,3.9
growth_yoy,2021-01-01,p3.3.1,-0.7
growth_yoy,2021-01-01,p3.3.2,10.9
growth_yoy,2021-01-01,p3.3.3,4.5
growth_yoy,2021-01-01,p3.4,7.4
growth_yoy,2021-01-01,p3.4.1,-4.7
growth_yoy,2021-01-01,p3.4.2,6.2
growth_yoy,2021-01-01,p3.4.3,72.7
growth_yoy,2021-01-01,p3.4.4,13.3
growth_yoy,2021-01-01,p3.5,0.9
growth_yoy,2021-01-01,p3.5.1,2.4
growth_yoy,2021-01-01,p3.5.2,3.4
growth_yoy,2021-01-01,p3.5.3,-1.2
growth_yoy,2021-01-01,p3.6,10.6
growth_yoy,2021-01-01,p3.6.1,5.2
growth_yoy,2021-01-01,p3.6.2,9.4
growth_yoy,2021-01-01,p3.6.3,7.4
growth_yoy,2021-01-01,p3.6.4,12.4
growth_yoy,2021-01-01,p3.6.5,5.1
growth_yoy,2021-01-01,p3.7,7.3
growth_yoy,2021-01-01,p3.7.1,9.3
growth_yoy,2021-01-01,p3.7.2,4.2
growth_yoy,2021-01-01,p3.7.3,1.0
growth_yoy,2021-01-01,p4,-10.5
growth_yoy,2021-01-01,p4.1,-5.2
growth_yoy,2021-01-01,p4.1.1,-4.6
growth_yoy,2021-01-01,p4.1.2,-6.0
growth_yoy,2021-01-01,p4.2,-29.1
growth_yoy,2021-01-01,p4.3,17.1
growth_yoy,2021-01-01,p5,-2.0
growth_yoy,2021-01-01,p5.1,-1.4
growth_yoy,2021-01-01,p5.1.1,-0.1
growth_yoy,2021-01-01,p5.1.2,9.4
growth_yoy,2021-01-01,p5.1.3,-16.6
growth_yoy,2021-01-01,p5.1.4,6.0
growth_yoy,2021-01-01,p5.2,-4.0
growth_yoy,2021-01-01,p5.2.1,1.5
growth_yoy,2021-01-01,p5.2.1.1,0.9
growth_yoy,2021-01-01,p5.2.1.2,1.1
growth_yoy,2021-01-01,p5.2.1.3,6.8
growth_yoy,2021-01-01,p5.2.2,-23.8
growth_yoy,2021-01-01,p5.2.3,-59.1
growth_yoy,2021-01-01,p5.3,-0.6
growth_yoy,2021-01-01,p5.3.1,10.8
growth_yoy,2021-01-01,p5.3.2,12.2
growth_yoy,2021-01-01,p5.3.3,-18.2
growth_yoy,2021-01-01,p5.3.4,-16.7
growth_yoy,2021-01-01,p5.4,-11.6
growth_yoy,2021-01-01,p5.4.1,-4.2
growth_yoy,2021-01-01,p5.4.2,-9.7
growth_yoy,2021-01-01,p5.4.6,-13.5
growth_yoy,2021-01-01,p5.5,5.5
growth_yoy,2021-01-01,p6,17.7
growth_yoy,2021-04-01,p0,16.3
growth_yoy,2021-04-01,p1,-1.5
growth_yoy,2021-04-01,p1.1,-3.9
growth_yoy,2021-04-01,p1.1.1,0.5
growth_yoy,2021-04-01,p1.1.2,-10.9
growth_yoy,2021-04-01,p1.1.7,5.6
growth_yoy,2021-04-01,p1.2,5.9
growth_yoy,2021-04-01,p1.3,-0.1
growth_yoy,2021-04-01,p1.4,2.6
growth_yoy,2021-04-01,p1.4.1,2.8
growth_yoy,2021-04-01,p1.4.2,2.3
growth_yoy,2021-04-01,p2,12.6
growth_yoy,2021-04-01,p2.1,6.2
growth_yoy,2021-04-01,p2.2,22.0
growth_yoy,2021-04-01,p2.3,-10.0
growth_yoy,2021-04-01,p3,26.7
growth_yoy,2021-04-01,p3.1,5.6
growth_yoy,2021-04-01,p3.1.1,-16.8
growth_yoy,2021-04-01,p3.1.2,9.9
growth_yoy,2021-04-01,p3.1.3,37.6
growth_yoy,2021-04-01,p3.1.4,95.2
growth_yoy,2021-04-01,p3.2,38.4
growth_yoy,2021-04-01,p3.2.1,34.4
growth_yoy,2021-04-01,p3.2.2,63.2
growth_yoy,2021-04-01,p3.3,38.3
growth_yoy,2021-04-01,p3.3.1,55.8
growth_yoy,2021-04-01,p3.3.2,26.3
growth_yoy,2021-04-01,p3.3.3,28.4
growth_yoy,2021-04-01,p3.4,28.2
growth_yoy,2021-04-01,p3.4.1,33.7
growth_yoy,2021-04-01,p3.4.2,15.7
growth_yoy,2021-04-01,p3.4.3,48.9
growth_yoy,2021-04-01,p3.4.4,21.0
growth_yoy,2021-04-01,p3.5,33.2
growth_yoy,2021-04-01,p3.5.1,36.5
growth_yoy,2021-04-01,p3.5.2,20.8
growth_yoy,2021-04-01,p3.5.3,38.7
growth_yoy,2021-04-01,p3.6,26.3
growth_yoy,2021-04-01,p3.6.1,17.8
growth_yoy,2021-04-01,p3.6.2,35.9
growth_yoy,2021-04-01,p3.6.3,25.4
growth_yoy,2021-04-01,p3.6.4,27.9
growth_yoy,2021-04-01,p3.6.5,17.4
growth_yoy,2021-04-01,p3.7,42.7
growth_yoy,2021-04-01,p3.7.1,41.8
growth_yoy,2021-04-01,p3.7.2,39.9
growth_yoy,2021-04-01,p3.7.3,53.8
growth_yoy,2021-04-01,p4,40.3
growth_yoy,2021-04-01,p4.1,26.1
growth_yoy,2021-04-01,p4.1.1,16.7
growth_yoy,2021-04-01,p4.1.2,35.6
growth_yoy,2021-04-01,p4.2,50.1
growth_yoy,2021-04-01,p4.3,58.6
growth_yoy,2021-04-01,p5,14.0
growth_yoy,2021-04-01,p5.1,12.0
growth_yoy,2021-04-01,p5.1.1,7.7
growth_yoy,2021-04-01,p5.1.2,5.8
growth_yoy,2021-04-01,p5.1.3,37.5
growth_yoy,2021-04-01,p5.1.4,5.6
growth_yoy,2021-04-01,p5.2,19.8
