series,date,sector,value
abs,2023-01-01,p3.5,9475.846000000001
abs,2023-01-01,p3.5.1,3060.174
abs,2023-01-01,p3.5.2,2025.505
abs,2023-01-01,p3.5.3,4390.167
abs,2023-01-01,p3.6,31301.988
abs,2023-01-01,p3.6.1,3627.175
abs,2023-01-01,p3.6.2,1499.778
abs,2023-01-01,p3.6.3,1920.411
abs,2023-01-01,p3.6.4,23054.259
abs,2023-01-01,p3.6.5,1200.365
abs,2023-01-01,p3.7,8963.18
abs,2023-01-01,p3.7.1,6567.488
abs,2023-01-01,p3.7.2,1353.698
abs,2023-01-01,p3.7.3,1041.994
abs,2023-01-01,p4,13895.688
abs,2023-01-01,p4.1,6212.972
abs,2023-01-01,p4.1.1,2817.701
abs,2023-01-01,p4.1.2,3395.271
abs,2023-01-01,p4.2,3992.871
abs,2023-01-01,p4.3,3689.844
abs,2023-01-01,p5,225404.943
abs,2023-01-01,p5.1,50308.861999999994
abs,2023-01-01,p5.1.1,7557.453
abs,2023-01-01,p5.1.2,2224.055
abs,2023-01-01,p5.1.3,15015.433
abs,2023-01-01,p5.1.4,25511.921
abs,2023-01-01,p5.2,77786.254
abs,2023-01-01,p5.2.1,66206.973
abs,2023-01-01,p5.2.1.1,26196.772
abs,2023-01-01,p5.2.1.2,33152.073
abs,2023-01-01,p5.2.1.3,6858.128
abs,2023-01-01,p5.2.2,8976.437
abs,2023-01-01,p5.2.3,2602.844
abs,2023-01-01,p5.3,44421.039
abs,2023-01-01,p5.3.1,19502.004
abs,2023-01-01,p5.3.2,7509.552
abs,2023-01-01,p5.3.3,5028.438
abs,2023-01-01,p5.3.4,12381.045
abs,2023-01-01,p5.4,18351.061999999998
abs,2023-01-01,p5.4.1,3030.49
abs,2023-01-01,p5.4.2,3032.008
abs,2023-01-01,p5.4.6,12288.564
abs,2023-01-01,p5.5,34537.726
abs,2023-01-01,p6,4307.974
abs,2023-04-01,p0,379286.332
abs,2023-04-01,p1,23363.824
abs,2023-04-01,p1.1,15471.32
abs,2023-04-01,p1.1.1,380.637
abs,2023-04-01,p1.1.2,7639.944
abs,2023-04-01,p1.1.7,7450.739
abs,2023-04-01,p1.2,3929.691
abs,2023-04-01,p1.3,1301.288
abs,2023-04-01,p1.4,2661.5249999999996
abs,2023-04-01,p1.4.1,1560.081
abs,2023-04-01,p1.4.2,1101.444
abs,2023-04-01,p2,23142.715
abs,2023-04-01,p2.1,8800.564
abs,2023-04-01,p2.2,12463.865
abs,2023-04-01,p2.3,1878.286
abs,2023-04-01,p3,89171.243
abs,2023-04-01,p3.1,11316.32
abs,2023-04-01,p3.1.1,2834.882
abs,2023-04-01,p3.1.2,5686.857
abs,2023-04-01,p3.1.3,1541.568
abs,2023-04-01,p3.1.4,1253.013
abs,2023-04-01,p3.2,1533.223
abs,2023-04-01,p3.2.1,1240.301
abs,2023-04-01,p3.2.2,292.922
abs,2023-04-01,p3.3,4277.278
abs,2023-04-01,p3.3.1,1797.342
abs,2023-04-01,p3.3.2,1447.293
abs,2023-04-01,p3.3.3,1032.643
abs,2023-04-01,p3.4,23857.139000000003
abs,2023-04-01,p3.4.1,9655.798
abs,2023-04-01,p3.4.2,8642.402
abs,2023-04-01,p3.4.3,2963.001
abs,2023-04-01,p3.4.4,2595.938
abs,2023-04-01,p3.5,9505.921
abs,2023-04-01,p3.5.1,2838.127
abs,2023-04-01,p3.5.2,2325.882
abs,2023-04-01,p3.5.3,4341.912
abs,2023-04-01,p3.6,28363.831000000002
abs,2023-04-01,p3.6.1,2728.7
abs,2023-04-01,p3.6.2,1555.133
abs,2023-04-01,p3.6.3,2333.494
abs,2023-04-01,p3.6.4,19995.552
abs,2023-04-01,p3.6.5,1750.952
abs,2023-04-01,p3.7,10317.53
abs,2023-04-01,p3.7.1,7904.316
abs,2023-04-01,p3.7.2,1368.728
abs,2023-04-01,p3.7.3,1044.486
abs,2023-04-01,p4,13778.329
abs,2023-04-01,p4.1,6428.183
abs,2023-04-01,p4.1.1,2823.177
abs,2023-04-01,p4.1.2,3605.006
abs,2023-04-01,p4.2,3645.104
abs,2023-04-01,p4.3,3705.042
abs,2023-04-01,p5,225308.17
abs,2023-04-01,p5.1,51676.266
abs,2023-04-01,p5.1.1,8083.512
abs,2023-04-01,p5.1.2,2354.172
abs,2023-04-01,p5.1.3,15553.756
abs,2023-04-01,p5.1.4,25684.826
abs,2023-04-01,p5.2,78464.36200000001
abs,2023-04-01,p5.2.1,66896.653
abs,2023-04-01,p5.2.1.1,27784.555
abs,2023-04-01,p5.2.1.2,32405.158
abs,2023-04-01,p5.2.1.3,6706.94
abs,2023-04-01,p5.2.2,8905.592
abs,2023-04-01,p5.2.3,2662.117
abs,2023-04-01,p5.3,42206.07
abs,2023-04-01,p5.3.1,19187.072
abs,2023-04-01,p5.3.2,5313.966
abs,2023-04-01,p5.3.3,5089.71
abs,2023-04-01,p5.3.4,12615.322
abs,2023-04-01,p5.4,18374.592
abs,2023-04-01,p5.4.1,3059.843
abs,2023-04-01,p5.4.2,3029.893
abs,2023-04-01,p5.4.6,12284.856
abs,2023-04-01,p5.5,34586.88
abs,2023-04-01,p6,4522.051
abs,2023-07-01,p0,398768.199
abs,2023-07-01,p1,28038.885
abs,2023-07-01,p1.1,18886.458000000002
abs,2023-07-01,p1.1.1,437.04
abs,2023-07-01,p1.1.2,10325.769
abs,2023-07-01,p1.1.7,8123.649
abs,2023-07-01,p1.2,4595.448
abs,2023-07-01,p1.3,1185.692
abs,2023-07-01,p1.4,3371.287
abs,2023-07-01,p1.4.1,2120.245
abs,2023-07-01,p1.4.2,1251.042
abs,2023-07-01,p2,22944.481
abs,2023-07-01,p2.1,8498.552
abs,2023-07-01,p2.2,12095.335
abs,2023-07-01,p2.3,2350.595
abs,2023-07-01,p3,92324.868
abs,2023-07-01,p3.1,11429.392
abs,2023-07-01,p3.1.1,2946.864
abs,2023-07-01,p3.1.2,6288.518
abs,2023-07-01,p3.1.3,1467.236
abs,2023-07-01,p3.1.4,726.774
abs,2023-07-01,p3.2,1519.287
abs,2023-07-01,p3.2.1,1300.471
abs,2023-07-01,p3.2.2,218.816
abs,2023-07-01,p3.3,4525.331999999999
abs,2023-07-01,p3.3.1,1945.869
abs,2023-07-01,p3.3.2,1598.612
abs,2023-07-01,p3.3.3,980.851
abs,2023-07-01,p3.4,27599.961
abs,2023-07-01,p3.4.1,10545.646
abs,2023-07-01,p3.4.2,10033.011
abs,2023-07-01,p3.4.3,3224.684
abs,2023-07-01,p3.4.4,3796.62
abs,2023-07-01,p3.5,9406.249
abs,2023-07-01,p3.5.1,3014.866
abs,2023-07-01,p3.5.2,2296.809
abs,2023-07-01,p3.5.3,4094.574
abs,2023-07-01,p3.6,28861.393
abs,2023-07-01,p3.6.1,2843.99
abs,2023-07-01,p3.6.2,2045.58
abs,2023-07-01,p3.6.3,1719.239
abs,2023-07-01,p3.6.4,20420.583
abs,2023-07-01,p3.6.5,1832.001
abs,2023-07-01,p3.7,8983.253
abs,2023-07-01,p3.7.1,6617.581
abs,2023-07-01,p3.7.2,945.07
abs,2023-07-01,p3.7.3,1420.602
abs,2023-07-01,p4,14599.024
abs,2023-07-01,p4.1,6164.263
abs,2023-07-01,p4.1.1,2900.927
abs,2023-07-01,p4.1.2,3263.336
abs,2023-07-01,p4.2,4446.467
abs,2023-07-01,p4.3,3988.294
abs,2023-07-01,p5,236338.357
abs,2023-07-01,p5.1,52324.978
abs,2023-07-01,p5.1.1,8126.103
abs,2023-07-01,p5.1.2,2413.182
abs,2023-07-01,p5.1.3,15889.97
abs,2023-07-01,p5.1.4,25895.723
abs,2023-07-01,p5.2,84635.518
abs,2023-07-01,p5.2.1,72817.462
abs,2023-07-01,p5.2.1.1,30870.737
abs,2023-07-01,p5.2.1.2,33144.02
abs,2023-07-01,p5.2.1.3,8802.705
abs,2023-07-01,p5.2.2,9047.559
abs,2023-07-01,p5.2.3,2770.497
abs,2023-07-01,p5.3,44575.895
abs,2023-07-01,p5.3.1,19999.949
abs,2023-07-01,p5.3.2,6411.476
abs,2023-07-01,p5.3.3,5373.375
abs,2023-07-01,p5.3.4,12791.095
abs,2023-07-01,p5.4,18665.198
abs,2023-07-01,p5.4.1,3149.305
abs,2023-07-01,p5.4.2,3092.735
abs,2023-07-01,p5.4.6,12423.158
abs,2023-07-01,p5.5,36136.769
abs,2023-07-01,p6,4522.584
abs,2023-10-01,p0,410230.92
abs,2023-10-01,p1,25862.265
abs,2023-10-01,p1.1,17562.818
abs,2023-10-01,p1.1.1,444.361
abs,2023-10-01,p1.1.2,10525.605
abs,2023-10-01,p1.1.7,6592.852
abs,2023-10-01,p1.2,4379.457
abs,2023-10-01,p1.3,1130.477
abs,2023-10-01,p1.4,2789.5119999999997
abs,2023-10-01,p1.4.1,1790.907
abs,2023-10-01,p1.4.2,998.605
abs,2023-10-01,p2,26337.651
abs,2023-10-01,p2.1,9505.334
abs,2023-10-01,p2.2,14076.522
abs,2023-10-01,p2.3,2755.795
abs,2023-10-01,p3,95289.533
abs,2023-10-01,p3.1,11604.469000000001
abs,2023-10-01,p3.1.1,3443.661
abs,2023-10-01,p3.1.2,5801.359
abs,2023-10-01,p3.1.3,1498.038
abs,2023-10-01,p3.1.4,861.411
abs,2023-10-01,p3.2,1572.684
abs,2023-10-01,p3.2.1,1382.318
abs,2023-10-01,p3.2.2,190.366
abs,2023-10-01,p3.3,4612.861
abs,2023-10-01,p3.3.1,1929.115
abs,2023-10-01,p3.3.2,1358.588
abs,2023-10-01,p3.3.3,1325.158
abs,2023-10-01,p3.4,26471.589
abs,2023-10-01,p3.4.1,10507.116
abs,2023-10-01,p3.4.2,10089.047
abs,2023-10-01,p3.4.3,3038.017
abs,2023-10-01,p3.4.4,2837.409
abs,2023-10-01,p3.5,10195.594
abs,2023-10-01,p3.5.1,3254.403
abs,2023-10-01,p3.5.2,2437.343
abs,2023-10-01,p3.5.3,4503.848
abs,2023-10-01,p3.6,29191.259000000002
abs,2023-10-01,p3.6.1,2570.351
abs,2023-10-01,p3.6.2,1954.736
abs,2023-10-01,p3.6.3,2110.191
abs,2023-10-01,p3.6.4,20447.183
abs,2023-10-01,p3.6.5,2108.798
abs,2023-10-01,p3.7,11641.074999999999
abs,2023-10-01,p3.7.1,9059.401
abs,2023-10-01,p3.7.2,1161.97
abs,2023-10-01,p3.7.3,1419.704
abs,2023-10-01,p4,14389.818
abs,2023-10-01,p4.1,6549.458
abs,2023-10-01,p4.1.1,2829.584
abs,2023-10-01,p4.1.2,3719.874
abs,2023-10-01,p4.2,4202.808
abs,2023-10-01,p4.3,3637.552
abs,2023-10-01,p5,243311.94
abs,2023-10-01,p5.1,52980.832
abs,2023-10-01,p5.1.1,8284.527
abs,2023-10-01,p5.1.2,2444.304
abs,2023-10-01,p5.1.3,16326.137
abs,2023-10-01,p5.1.4,25925.864
abs,2023-10-01,p5.2,87845.97099999999
abs,2023-10-01,p5.2.1,75792.151
abs,2023-10-01,p5.2.1.1,30600.821
abs,2023-10-01,p5.2.1.2,36677.047
abs,2023-10-01,p5.2.1.3,8514.283
abs,2023-10-01,p5.2.2,9169.596
abs,2023-10-01,p5.2.3,2884.224
abs,2023-10-01,p5.3,44258.545
abs,2023-10-01,p5.3.1,19511.597
abs,2023-10-01,p5.3.2,6145.267
abs,2023-10-01,p5.3.3,5445.318
abs,2023-10-01,p5.3.4,13156.363
abs,2023-10-01,p5.4,18894.801
abs,2023-10-01,p5.4.1,3252.333
abs,2023-10-01,p5.4.2,3150.121
abs,2023-10-01,p5.4.6,12492.347
abs,2023-10-01,p5.5,39331.791
abs,2023-10-01,p6,5039.714
abs,2024-01-01,p0,397802.368
abs,2024-01-01,p1,23576.201
abs,2024-01-01,p1.1,15528.525
abs,2024-01-01,p1.1.1,424.11
abs,2024-01-01,p1.1.2,7907.139
abs,2024-01-01,p1.1.7,7197.276
abs,2024-01-01,p1.2,4225.723
abs,2024-01-01,p1.3,1080.017
abs,2024-01-01,p1.4,2741.936
abs,2024-01-01,p1.4.1,1880.268
abs,2024-01-01,p1.4.2,861.668
abs,2024-01-01,p2,26203.081
abs,2024-01-01,p2.1,9329.766
abs,2024-01-01,p2.2,14378.934
abs,2024-01-01,p2.3,2494.381
abs,2024-01-01,p3,91864.463
abs,2024-01-01,p3.1,9992.654999999999
abs,2024-01-01,p3.1.1,2392.103
abs,2024-01-01,p3.1.2,5227.788
abs,2024-01-01,p3.1.3,1274.742
abs,2024-01-01,p3.1.4,1098.022
abs,2024-01-01,p3.2,1644.637
abs,2024-01-01,p3.2.1,1388.77
abs,2024-01-01,p3.2.2,255.867
abs,2024-01-01,p3.3,4736.236
abs,2024-01-01,p3.3.1,1889.547
abs,2024-01-01,p3.3.2,1498.362
abs,2024-01-01,p3.3.3,1348.327
abs,2024-01-01,p3.4,24482.745
abs,2024-01-01,p3.4.1,10328.493
abs,2024-01-01,p3.4.2,9192.948
abs,2024-01-01,p3.4.3,2317.895
abs,2024-01-01,p3.4.4,2643.409
abs,2024-01-01,p3.5,10173.707
abs,2024-01-01,p3.5.1,3255.69
abs,2024-01-01,p3.5.2,2067.414
abs,2024-01-01,p3.5.3,4850.603
abs,2024-01-01,p3.6,31569.254999999997
abs,2024-01-01,p3.6.1,3692.284
abs,2024-01-01,p3.6.2,1687.736
abs,2024-01-01,p3.6.3,1907.391
abs,2024-01-01,p3.6.4,23042.228
abs,2024-01-01,p3.6.5,1239.616
abs,2024-01-01,p3.7,9265.226999999999
abs,2024-01-01,p3.7.1,6701.476
abs,2024-01-01,p3.7.2,1488.889
abs,2024-01-01,p3.7.3,1074.862
abs,2024-01-01,p4,15554.847
abs,2024-01-01,p4.1,6505.904
abs,2024-01-01,p4.1.1,3048.197
abs,2024-01-01,p4.1.2,3457.707
abs,2024-01-01,p4.2,4933.465
abs,2024-01-01,p4.3,4115.478
abs,2024-01-01,p5,236129.607
abs,2024-01-01,p5.1,53461.686
abs,2024-01-01,p5.1.1,8265.715
abs,2024-01-01,p5.1.2,2225.681
abs,2024-01-01,p5.1.3,16716.731
abs,2024-01-01,p5.1.4,26253.559
abs,2024-01-01,p5.2,81017.61799999999
abs,2024-01-01,p5.2.1,68815.9
abs,2024-01-01,p5.2.1.1,27174.394
abs,2024-01-01,p5.2.1.2,34417.35
abs,2024-01-01,p5.2.1.3,7224.156
abs,2024-01-01,p5.2.2,9265.06
abs,2024-01-01,p5.2.3,2936.658
abs,2024-01-01,p5.3,46194.636
abs,2024-01-01,p5.3.1,20114.811
abs,2024-01-01,p5.3.2,7130.309
abs,2024-01-01,p5.3.3,5521.262
abs,2024-01-01,p5.3.4,13428.254
abs,2024-01-01,p5.4,19357.354
abs,2024-01-01,p5.4.1,3304.384
abs,2024-01-01,p5.4.2,3248.217
abs,2024-01-01,p5.4.6,12804.753
abs,2024-01-01,p5.5,36098.313
abs,2024-01-01,p6,4474.169
abs,2024-04-01,p0,401672.315
abs,2024-04-01,p1,25139.047
abs,2024-04-01,p1.1,16994.229
abs,2024-04-01,p1.1.1,376.937
abs,2024-04-01,p1.1.2,9095.878
abs,2024-04-01,p1.1.7,7521.414
abs,2024-04-01,p1.2,4143.687
abs,2024-04-01,p1.3,1166.368
abs,2024-04-01,p1.4,2834.762
abs,2024-04-01,p1.4.1,1726.804
abs,2024-04-01,p1.4.2,1107.958
abs,2024-04-01,p2,23775.819
abs,2024-04-01,p2.1,8944.676
abs,2024-04-01,p2.2,12819.183
abs,2024-04-01,p2.3,2011.959
abs,2024-04-01,p3,93386.703
abs,2024-04-01,p3.1,11963.688
abs,2024-04-01,p3.1.1,3010.629
abs,2024-04-01,p3.1.2,5936.343
abs,2024-04-01,p3.1.3,1632.155
abs,2024-04-01,p3.1.4,1384.561
abs,2024-04-01,p3.2,1589.044
abs,2024-04-01,p3.2.1,1289.16
abs,2024-04-01,p3.2.2,299.884
abs,2024-04-01,p3.3,4460.682
abs,2024-04-01,p3.3.1,1860.624
abs,2024-04-01,p3.3.2,1481.997
abs,2024-04-01,p3.3.3,1118.061
abs,2024-04-01,p3.4,24831.628
abs,2024-04-01,p3.4.1,10032.662
abs,2024-04-01,p3.4.2,8939.15
abs,2024-04-01,p3.4.3,3150.737
abs,2024-04-01,p3.4.4,2709.079
abs,2024-04-01,p3.5,10397.748
abs,2024-04-01,p3.5.1,3118.967
abs,2024-04-01,p3.5.2,2478.774
abs,2024-04-01,p3.5.3,4800.007
abs,2024-04-01,p3.6,29219.227
abs,2024-04-01,p3.6.1,2835.272
abs,2024-04-01,p3.6.2,1784.912
abs,2024-04-01,p3.6.3,2253.066
abs,2024-04-01,p3.6.4,20639.015
abs,2024-04-01,p3.6.5,1706.962
abs,2024-04-01,p3.7,10924.686000000002
abs,2024-04-01,p3.7.1,8357.965
abs,2024-04-01,p3.7.2,1478.665
abs,2024-04-01,p3.7.3,1088.056
abs,2024-04-01,p4,16141.371
abs,2024-04-01,p4.1,6932.120000000001
abs,2024-04-01,p4.1.1,3222.302
abs,2024-04-01,p4.1.2,3709.818
abs,2024-04-01,p4.2,4500.386
abs,2024-04-01,p4.3,4708.866
abs,2024-04-01,p5,238584.015
abs,2024-04-01,p5.1,54398.895000000004
abs,2024-04-01,p5.1.1,8509.204
abs,2024-04-01,p5.1.2,2260.579
abs,2024-04-01,p5.1.3,17155.022
abs,2024-04-01,p5.1.4,26474.09
abs,2024-04-01,p5.2,82256.46100000001
abs,2024-04-01,p5.2.1,69993.32
abs,2024-04-01,p5.2.1.1,28613.142
abs,2024-04-01,p5.2.1.2,34132.877
abs,2024-04-01,p5.2.1.3,7247.301
abs,2024-04-01,p5.2.2,9254.354
abs,2024-04-01,p5.2.3,3008.787
abs,2024-04-01,p5.3,46395.739
abs,2024-04-01,p5.3.1,20429.226
abs,2024-04-01,p5.3.2,6591.97
abs,2024-04-01,p5.3.3,5692.437
abs,2024-04-01,p5.3.4,13682.106
abs,2024-04-01,p5.4,19343.128
abs,2024-04-01,p5.4.1,3321.919
abs,2024-04-01,p5.4.2,3270.405
abs,2024-04-01,p5.4.6,12750.804
abs,2024-04-01,p5.5,36189.792
abs,2024-04-01,p6,4645.36
abs,2024-07-01,p0,420353.905
abs,2024-07-01,p1,29059.59
abs,2024-07-01,p1.1,19881.837
abs,2024-07-01,p1.1.1,497.607
abs,2024-07-01,p1.1.2,11088.55
abs,2024-07-01,p1.1.7,8295.68
abs,2024-07-01,p1.2,4625.513
abs,2024-07-01,p1.3,1192.468
abs,2024-07-01,p1.4,3359.771
abs,2024-07-01,p1.4.1,2165.664
abs,2024-07-01,p1.4.2,1194.107
abs,2024-07-01,p2,22295.107
abs,2024-07-01,p2.1,7994.358
abs,2024-07-01,p2.2,11888.95
abs,2024-07-01,p2.3,2411.8
abs,2024-07-01,p3,97454.898
abs,2024-07-01,p3.1,12348.221000000001
abs,2024-07-01,p3.1.1,3403.024
abs,2024-07-01,p3.1.2,6534.228
abs,2024-07-01,p3.1.3,1569.814
abs,2024-07-01,p3.1.4,841.155
abs,2024-07-01,p3.2,1589.3400000000001
abs,2024-07-01,p3.2.1,1353.698
abs,2024-07-01,p3.2.2,235.642
abs,2024-07-01,p3.3,4828.672
abs,2024-07-01,p3.3.1,2075.808
abs,2024-07-01,p3.3.2,1661.289
abs,2024-07-01,p3.3.3,1091.575
abs,2024-07-01,p3.4,28815.081
abs,2024-07-01,p3.4.1,10799.552
abs,2024-07-01,p3.4.2,10442.022
abs,2024-07-01,p3.4.3,3550.062
abs,2024-07-01,p3.4.4,4023.445
abs,2024-07-01,p3.5,10269.248
abs,2024-07-01,p3.5.1,3298.007
abs,2024-07-01,p3.5.2,2472.054
abs,2024-07-01,p3.5.3,4499.187
abs,2024-07-01,p3.6,30486.136000000002
abs,2024-07-01,p3.6.1,2961.065
abs,2024-07-01,p3.6.2,2374.749
abs,2024-07-01,p3.6.3,1713.071
abs,2024-07-01,p3.6.4,21587.606
abs,2024-07-01,p3.6.5,1849.645
abs,2024-07-01,p3.7,9118.201000000001
abs,2024-07-01,p3.7.1,6624.185
abs,2024-07-01,p3.7.2,997.947
abs,2024-07-01,p3.7.3,1496.069
abs,2024-07-01,p4,17512.293
abs,2024-07-01,p4.1,7735.187
abs,2024-07-01,p4.1.1,3558.568
abs,2024-07-01,p4.1.2,4176.619
abs,2024-07-01,p4.2,4925.28
abs,2024-07-01,p4.3,4851.825
abs,2024-07-01,p5,248734.371
abs,2024-07-01,p5.1,55241.236
abs,2024-07-01,p5.1.1,8551.66
abs,2024-07-01,p5.1.2,2318.489
abs,2024-07-01,p5.1.3,17567.627
abs,2024-07-01,p5.1.4,26803.46
abs,2024-07-01,p5.2,88377.871
abs,2024-07-01,p5.2.1,75831.606
abs,2024-07-01,p5.2.1.1,32247.733
abs,2024-07-01,p5.2.1.2,34479.619
abs,2024-07-01,p5.2.1.3,9104.254
abs,2024-07-01,p5.2.2,9410.449
abs,2024-07-01,p5.2.3,3135.816
abs,2024-07-01,p5.3,47403.549
abs,2024-07-01,p5.3.1,20769.461
abs,2024-07-01,p5.3.2,6612.385
abs,2024-07-01,p5.3.3,6133.221
abs,2024-07-01,p5.3.4,13888.482
abs,2024-07-01,p5.4,19779.058
abs,2024-07-01,p5.4.1,3424.184
abs,2024-07-01,p5.4.2,3326.929
abs,2024-07-01,p5.4.6,13027.945
abs,2024-07-01,p5.5,37932.659
abs,2024-07-01,p6,5297.645
abs,2024-10-01,p0,430476.817
abs,2024-10-01,p1,25682.691
abs,2024-10-01,p1.1,17234.336
abs,2024-10-01,p1.1.1,548.042
abs,2024-10-01,p1.1.2,9971.367
abs,2024-10-01,p1.1.7,6714.927
abs,2024-10-01,p1.2,4449.439
abs,2024-10-01,p1.3,1113.839
abs,2024-10-01,p1.4,2885.077
abs,2024-10-01,p1.4.1,1813.373
abs,2024-10-01,p1.4.2,1071.704
abs,2024-10-01,p2,26158.179
abs,2024-10-01,p2.1,8885.728
abs,2024-10-01,p2.2,14509.354
abs,2024-10-01,p2.3,2763.097
abs,2024-10-01,p3,99327.57
abs,2024-10-01,p3.1,12375.67
abs,2024-10-01,p3.1.1,3690.504
abs,2024-10-01,p3.1.2,6136.68
abs,2024-10-01,p3.1.3,1627.757
abs,2024-10-01,p3.1.4,920.729
abs,2024-10-01,p3.2,1580.605
abs,2024-10-01,p3.2.1,1375.267
abs,2024-10-01,p3.2.2,205.338
abs,2024-10-01,p3.3,4831.464
abs,2024-10-01,p3.3.1,2019.019
abs,2024-10-01,p3.3.2,1376.233
abs,2024-10-01,p3.3.3,1436.212
abs,2024-10-01,p3.4,27287.442
abs,2024-10-01,p3.4.1,10622.023
abs,2024-10-01,p3.4.2,10272.825
abs,2024-10-01,p3.4.3,3365.341
abs,2024-10-01,p3.4.4,3027.253
abs,2024-10-01,p3.5,10629.188
abs,2024-10-01,p3.5.1,3381.215
abs,2024-10-01,p3.5.2,2486.635
abs,2024-10-01,p3.5.3,4761.338
abs,2024-10-01,p3.6,31292.542
abs,2024-10-01,p3.6.1,2733.692
abs,2024-10-01,p3.6.2,2196.252
abs,2024-10-01,p3.6.3,2159.356
abs,2024-10-01,p3.6.4,21973.054
abs,2024-10-01,p3.6.5,2230.188
abs,2024-10-01,p3.7,11330.658
abs,2024-10-01,p3.7.1,8665.025
abs,2024-10-01,p3.7.2,1203.559
abs,2024-10-01,p3.7.3,1462.074
abs,2024-10-01,p4,17371.427
abs,2024-10-01,p4.1,8286.642
abs,2024-10-01,p4.1.1,3683.874
abs,2024-10-01,p4.1.2,4602.768
abs,2024-10-01,p4.2,4586.87
abs,2024-10-01,p4.3,4497.914
abs,2024-10-01,p5,256661.727
abs,2024-10-01,p5.1,55909.567
abs,2024-10-01,p5.1.1,8541.136
abs,2024-10-01,p5.1.2,2310.742
abs,2024-10-01,p5.1.3,18070.664
abs,2024-10-01,p5.1.4,26987.025
abs,2024-10-01,p5.2,92010.50300000001
abs,2024-10-01,p5.2.1,79102.782
abs,2024-10-01,p5.2.1.1,32232.5
abs,2024-10-01,p5.2.1.2,38168.899
abs,2024-10-01,p5.2.1.3,8701.383
abs,2024-10-01,p5.2.2,9606.11
abs,2024-10-01,p5.2.3,3301.611
abs,2024-10-01,p5.3,47404.433
abs,2024-10-01,p5.3.1,20371.781
abs,2024-10-01,p5.3.2,6671.754
abs,2024-10-01,p5.3.3,6178.048
abs,2024-10-01,p5.3.4,14182.85
abs,2024-10-01,p5.4,20043.466
abs,2024-10-01,p5.4.1,3544.709
abs,2024-10-01,p5.4.2,3368.515
abs,2024-10-01,p5.4.6,13130.242
abs,2024-10-01,p5.5,41293.759
abs,2024-10-01,p6,5275.222
abs,2025-01-01,p0,415337.606
abs,2025-01-01,p1,23738.48
abs,2025-01-01,p1.1,15479.904999999999
abs,2025-01-01,p1.1.1,462.854
abs,2025-01-01,p1.1.2,7659.276
abs,2025-01-01,p1.1.7,7357.775
abs,2025-01-01,p1.2,4332.876
abs,2025-01-01,p1.3,966.277
abs,2025-01-01,p1.4,2959.4210000000003
abs,2025-01-01,p1.4.1,2074.704
abs,2025-01-01,p1.4.2,884.717
abs,2025-01-01,p2,25491.589
abs,2025-01-01,p2.1,8903.402
abs,2025-01-01,p2.2,14057.034
abs,2025-01-01,p2.3,2531.153
abs,2025-01-01,p3,95675.98
abs,2025-01-01,p3.1,10767.794
abs,2025-01-01,p3.1.1,2693.198
abs,2025-01-01,p3.1.2,5627.781
abs,2025-01-01,p3.1.3,1346.576
abs,2025-01-01,p3.1.4,1100.239
abs,2025-01-01,p3.2,1662.493
abs,2025-01-01,p3.2.1,1390.148
abs,2025-01-01,p3.2.2,272.345
abs,2025-01-01,p3.3,4891.353999999999
abs,2025-01-01,p3.3.1,1945.08
abs,2025-01-01,p3.3.2,1493.619
abs,2025-01-01,p3.3.3,1452.655
abs,2025-01-01,p3.4,25112.117000000002
abs,2025-01-01,p3.4.1,10301.088
abs,2025-01-01,p3.4.2,9591.897
abs,2025-01-01,p3.4.3,2447.362
abs,2025-01-01,p3.4.4,2771.77
abs,2025-01-01,p3.5,10535.636999999999
abs,2025-01-01,p3.5.1,3324.8
abs,2025-01-01,p3.5.2,2118.958
abs,2025-01-01,p3.5.3,5091.879
abs,2025-01-01,p3.6,34027.134
abs,2025-01-01,p3.6.1,3906.083
abs,2025-01-01,p3.6.2,1857.459
abs,2025-01-01,p3.6.3,1990.783
abs,2025-01-01,p3.6.4,24954.211
abs,2025-01-01,p3.6.5,1318.598
abs,2025-01-01,p3.7,8679.449999999999
abs,2025-01-01,p3.7.1,6012.316
abs,2025-01-01,p3.7.2,1529.008
abs,2025-01-01,p3.7.3,1138.126
abs,2025-01-01,p4,17760.388
abs,2025-01-01,p4.1,7749.746
abs,2025-01-01,p4.1.1,3553.242
abs,2025-01-01,p4.1.2,4196.504
abs,2025-01-01,p4.2,5189.353
abs,2025-01-01,p4.3,4821.288
abs,2025-01-01,p5,247971.701
abs,2025-01-01,p5.1,55860.58
abs,2025-01-01,p5.1.1,8125.369
abs,2025-01-01,p5.1.2,2241.938
abs,2025-01-01,p5.1.3,18299.669
abs,2025-01-01,p5.1.4,27193.604
abs,2025-01-01,p5.2,84961.31999999999
abs,2025-01-01,p5.2.1,71808.382
abs,2025-01-01,p5.2.1.1,28642.406
abs,2025-01-01,p5.2.1.2,36209.092
abs,2025-01-01,p5.2.1.3,6956.884
abs,2025-01-01,p5.2.2,9800.065
abs,2025-01-01,p5.2.3,3352.873
abs,2025-01-01,p5.3,48659.710999999996
abs,2025-01-01,p5.3.1,20405.133
abs,2025-01-01,p5.3.2,7578.312
abs,2025-01-01,p5.3.3,6207.477
abs,2025-01-01,p5.3.4,14468.789
abs,2025-01-01,p5.4,20261.993000000002
abs,2025-01-01,p5.4.1,3555.963
abs,2025-01-01,p5.4.2,3383.241
